Authors,Title,keywords,Abstract,Year of Publication,Publication Venue,Article Link,Bib,Source
"Teddy Cunningham, Konstantin Klemmer, Hongkai Wen, Hakan Ferhatosmanoglu","GeoPointGAN: Synthetic Spatial Data with Local Label
                    Differential Privacy",,"Synthetic data generation is a fundamental task for many data management and data science applications. Spatial data is of particular interest, and its sensitive nature often leads to privacy concerns. We introduce GeoPointGAN, a novel GAN-based solution for generating synthetic spatial point datasets with high utility and strong individual level privacy guarantees. GeoPointGAN's architecture includes a novel point transformation generator that learns to project randomly generated point co-ordinates into meaningful synthetic co-ordinates that capture both microscopic (e.g., junctions, squares) and macroscopic (e.g., parks, lakes) geographic features. We provide our privacy guarantees through label local differential privacy, which is more practical than traditional local differential privacy. We seamlessly integrate this level of privacy into GeoPointGAN by augmenting the discriminator to the point level and implementing a randomized response-based mechanism that flips the labels associated with the 'real' and 'fake' points used in training. Extensive experiments show that GeoPointGAN significantly outperforms recent solutions, improving by up to 10 times compared to the most competitive baseline. We also evaluate GeoPointGAN using range, hotspot, and facility location queries, which confirm the practical effectiveness of GeoPointGAN for privacy-preserving querying. The results illustrate that a strong level of privacy is achieved with little-to-no adverse utility cost, which we explain through the generalization and regularization effects that are realized by flipping the labels of the data during training.",,,https://arxiv.org/abs/2205.08886,"@misc{cunningham2022geopointgan,
      title={GeoPointGAN: Synthetic Spatial Data with Local Label Differential Privacy}, 
      author={Teddy Cunningham and Konstantin Klemmer and Hongkai Wen and Hakan Ferhatosmanoglu},
      year={2022},
      eprint={2205.08886},
      archivePrefix={arXiv},
      primaryClass={cs.LG}
}",arxiv
"Giannis Haralabopoulos, Ioannis Anagnostopoulos","Privacy-Aware Crowd Labelling
                    for Machine Learning Tasks",,"The extensive use of online social media has highlighted the importance of privacy in the digital space. As more scientists analyse the data created in these platforms, privacy concerns have extended to data usage within the academia. Although text analysis is a well documented topic in academic literature with a multitude of applications, ensuring privacy of user-generated content has been overlooked. Most sentiment analysis methods require emotion labels, which can be obtained through crowdsourcing, where non-expert individuals contribute to scientific tasks. The text itself has to be exposed to third parties in order to be labelled. In an effort to reduce the exposure of online users' information, we propose a privacy preserving text labelling method for varying applications, based in crowdsourcing. We transform text with different levels of privacy, and analyse the effectiveness of the transformation with regards to label correlation and consistency. Our results suggest that privacy can be implemented in labelling, retaining the annotational diversity and subjectivity of traditional labelling.",,,https://arxiv.org/abs/2203.01373,"@misc{haralabopoulos2022privacyaware,
      title={Privacy-Aware Crowd Labelling for Machine Learning Tasks}, 
      author={Giannis Haralabopoulos and Ioannis Anagnostopoulos},
      year={2022},
      eprint={2203.01373},
      archivePrefix={arXiv},
      primaryClass={cs.HC}
}",arxiv
"Hossein Esfandiari, Vahab Mirrokni, Umar Syed, Sergei Vassilvitskii",Label differential privacy via clustering,,"We present new mechanisms for \emph{label differential privacy}, a relaxation of differentially private machine learning that only protects the privacy of the labels in the training set. Our mechanisms cluster the examples in the training set using their (non-private) feature vectors, randomly re-sample each label from examples in the same cluster, and output a training set with noisy labels as well as a modified version of the true loss function. We prove that when the clusters are both large and high-quality, the model that minimizes the modified loss on the noisy training set converges to small excess risk at a rate that is comparable to the rate for non-private learning. We describe both a centralized mechanism in which the entire training set is stored by a trusted curator, and a distributed mechanism where each user stores a single labeled example and replaces her label with the label of a randomly selected user from the same cluster. We also describe a learning problem in which large clusters are necessary to achieve both strong privacy and either good precision or good recall. Our experiments show that randomizing the labels within each cluster significantly improves the privacy vs. accuracy trade-off compared to applying uniform randomized response to the labels, and also compared to learning a model via DP-SGD.",,,https://arxiv.org/abs/2110.02159,"@misc{esfandiari2021label,
      title={Label differential privacy via clustering}, 
      author={Hossein Esfandiari and Vahab Mirrokni and Umar Syed and Sergei Vassilvitskii},
      year={2021},
      eprint={2110.02159},
      archivePrefix={arXiv},
      primaryClass={cs.LG}
}",arxiv
"Hangyu Zhu, Rui Wang, Yaochu Jin, Kaitai Liang","PIVODL: Privacy-preserving vertical federated learning over
                    distributed labels",,"Federated learning (FL) is an emerging privacy preserving machine learning protocol that allows multiple devices to collaboratively train a shared global model without revealing their private local data. Non-parametric models like gradient boosting decision trees (GBDT) have been commonly used in FL for vertically partitioned data. However, all these studies assume that all the data labels are stored on only one client, which may be unrealistic for real-world applications. Therefore, in this work, we propose a secure vertical FL framework, named PIVODL, to train GBDT with data labels distributed on multiple devices. Both homomorphic encryption and differential privacy are adopted to prevent label information from being leaked through transmitted gradients and leaf values. Our experimental results show that both information leakage and model performance degradation of the proposed PIVODL are negligible.",,,https://arxiv.org/abs/2108.11444,"@misc{zhu2021pivodl,
      title={PIVODL: Privacy-preserving vertical federated learning over distributed labels}, 
      author={Hangyu Zhu and Rui Wang and Yaochu Jin and Kaitai Liang},
      year={2021},
      eprint={2108.11444},
      archivePrefix={arXiv},
      primaryClass={cs.CR}
}",arxiv
"Mani Malek, Ilya Mironov, Karthik Prasad, Igor Shilov, Florian Tramèr",Antipodes of Label Differential Privacy: PATE and ALIBI,,"We consider the privacy-preserving machine learning (ML) setting where the trained model must satisfy differential privacy (DP) with respect to the labels of the training examples. We propose two novel approaches based on, respectively, the Laplace mechanism and the PATE framework, and demonstrate their effectiveness on standard benchmarks.
While recent work by Ghazi et al. proposed Label DP schemes based on a randomized response mechanism, we argue that additive Laplace noise coupled with Bayesian inference (ALIBI) is a better fit for typical ML tasks. Moreover, we show how to achieve very strong privacy levels in some regimes, with our adaptation of the PATE framework that builds on recent advances in semi-supervised learning.
We complement theoretical analysis of our algorithms' privacy guarantees with empirical evaluation of their memorization properties. Our evaluation suggests that comparing different algorithms according to their provable DP guarantees can be misleading and favor a less private algorithm with a tighter analysis.
Code for implementation of algorithms and memorization attacks is available from this https URL.",,,https://arxiv.org/abs/2106.03408,"@misc{malek2021antipodes,
      title={Antipodes of Label Differential Privacy: PATE and ALIBI}, 
      author={Mani Malek and Ilya Mironov and Karthik Prasad and Igor Shilov and Florian Tramèr},
      year={2021},
      eprint={2106.03408},
      archivePrefix={arXiv},
      primaryClass={cs.LG}
}",arxiv
"Yuexin Xiang, Tiantian Li, Wei Ren, Tianqing Zhu, Kim-Kwang Raymond Choo","A Lightweight Privacy-Preserving Scheme Using Label-based Pixel Block Mixing for Image Classification in
                    Deep Learning",,"To ensure the privacy of sensitive data used in the training of deep learning models, a number of privacy-preserving methods have been designed by the research community. However, existing schemes are generally designed to work with textual data, or are not efficient when a large number of images is used for training. Hence, in this paper we propose a lightweight and efficient approach to preserve image privacy while maintaining the availability of the training set. Specifically, we design the pixel block mixing algorithm for image classification privacy preservation in deep learning. To evaluate its utility, we use the mixed training set to train the ResNet50, VGG16, InceptionV3 and DenseNet121 models on the WIKI dataset and the CNBC face dataset. Experimental findings on the testing set show that our scheme preserves image privacy while maintaining the availability of the training set in the deep learning models. Additionally, the experimental results demonstrate that we achieve good performance for the VGG16 model on the WIKI dataset and both ResNet50 and DenseNet121 on the CNBC dataset. The pixel block algorithm achieves fairly high efficiency in the mixing of the images, and it is computationally challenging for the attackers to restore the mixed training set to the original training set. Moreover, data augmentation can be applied to the mixed training set to improve the training's effectiveness.",,,https://arxiv.org/abs/2105.08876,"@misc{xiang2021lightweight,
      title={A Lightweight Privacy-Preserving Scheme Using Label-based Pixel Block Mixing for Image Classification in Deep Learning}, 
      author={Yuexin Xiang and Tiantian Li and Wei Ren and Tianqing Zhu and Kim-Kwang Raymond Choo},
      year={2021},
      eprint={2105.08876},
      archivePrefix={arXiv},
      primaryClass={cs.CV}
}",arxiv
"Badih Ghazi, Noah Golowich, Ravi Kumar, Pasin Manurangsi, Chiyuan Zhang",Deep Learning with Label Differential Privacy,,"The Randomized Response (RR) algorithm is a classical technique to improve robustness in survey aggregation, and has been widely adopted in applications with differential privacy guarantees. We propose a novel algorithm, Randomized Response with Prior (RRWithPrior), which can provide more accurate results while maintaining the same level of privacy guaranteed by RR. We then apply RRWithPrior to learn neural networks with label differential privacy (LabelDP), and show that when only the label needs to be protected, the model performance can be significantly improved over the previous state-of-the-art private baselines. Moreover, we study different ways to obtain priors, which when used with RRWithPrior can additionally improve the model performance, further reducing the accuracy gap between private and non-private models. We complement the empirical results with theoretical analysis showing that LabelDP is provably easier than protecting both the inputs and labels.",,,https://arxiv.org/abs/2102.06062,"@misc{ghazi2021deep,
      title={Deep Learning with Label Differential Privacy}, 
      author={Badih Ghazi and Noah Golowich and Ravi Kumar and Pasin Manurangsi and Chiyuan Zhang},
      year={2021},
      eprint={2102.06062},
      archivePrefix={arXiv},
      primaryClass={cs.LG}
}",arxiv
"Johanna Johansen, Tore Pedersen, Simone Fischer-Hübner, Christian Johansen, Gerardo Schneider, Arnold Roosendaal, Harald Zwingelberg, Anders Jakob Sivesind, Josef Noll",A Multidisciplinary Definition of Privacy Labels: The Story of Princess Privacy and the Seven Helpers,,"Privacy is currently in distress and in need of rescue, much like princesses in the all-familiar fairytales. We employ storytelling and metaphors from fairytales to make reader-friendly and streamline our arguments about how a complex concept of Privacy Labeling (the 'knight in shining armor') can be a solution to the current state of Privacy (the 'princess in distress'). We give a precise definition of Privacy Labeling (PL), painting a panoptic portrait from seven different perspectives (the 'seven helpers'): Business, Legal, Regulatory, Usability and Human Factors, Educative, Technological, and Multidisciplinary. We describe a common vision, proposing several important 'traits of character' of PL as well as identifying 'undeveloped potentialities', i.e., open problems on which the community can focus. More specifically, this position paper identifies the stakeholders of the PL and their needs with regard to privacy, describing how PL should be and look like in order to address these needs. Throughout the paper, we highlight goals, characteristics, open problems, and starting points for creating, what we consider to be, the ideal PL. In the end we present three approaches to establish and manage PL, through: self-evaluations, certifications, or community endeavors. Based on these, we sketch a roadmap for future developments.",,,https://arxiv.org/abs/2012.01813,"@misc{johansen2021multidisciplinary,
      title={A Multidisciplinary Definition of Privacy Labels: The Story of Princess Privacy and the Seven Helpers}, 
      author={Johanna Johansen and Tore Pedersen and Simone Fischer-Hübner and Christian Johansen and Gerardo Schneider and Arnold Roosendaal and Harald Zwingelberg and Anders Jakob Sivesind and Josef Noll},
      year={2021},
      eprint={2012.01813},
      archivePrefix={arXiv},
      primaryClass={cs.CR}
}",arxiv
"Yan Shvartzshnaider, Ananth Balashankar, Vikas Patidar, Thomas Wies, Lakshminarayanan Subramanian","Beyond The Text: Analysis of Privacy Statements through
                    Syntactic and Semantic Role Labeling",,"This paper formulates a new task of extracting privacy parameters from a privacy policy, through the lens of Contextual Integrity, an established social theory framework for reasoning about privacy norms. Privacy policies, written by lawyers, are lengthy and often comprise incomplete and vague statements. In this paper, we show that traditional NLP tasks, including the recently proposed Question-Answering based solutions, are insufficient to address the privacy parameter extraction problem and provide poor precision and recall. We describe 4 different types of conventional methods that can be partially adapted to address the parameter extraction task with varying degrees of success: Hidden Markov Models, BERT fine-tuned models, Dependency Type Parsing (DP) and Semantic Role Labeling (SRL). Based on a detailed evaluation across 36 real-world privacy policies of major enterprises, we demonstrate that a solution combining syntactic DP coupled with type-specific SRL tasks provides the highest accuracy for retrieving contextual privacy parameters from privacy statements. We also observe that incorporating domain-specific knowledge is critical to achieving high precision and recall, thus inspiring new NLP research to address this important problem in the privacy domain.",,,https://arxiv.org/abs/2010.00678,"@misc{shvartzshnaider2020text,
      title={Beyond The Text: Analysis of Privacy Statements through Syntactic and Semantic Role Labeling}, 
      author={Yan Shvartzshnaider and Ananth Balashankar and Vikas Patidar and Thomas Wies and Lakshminarayanan Subramanian},
      year={2020},
      eprint={2010.00678},
      archivePrefix={arXiv},
      primaryClass={cs.CL}
}",arxiv
"Sudhakar Kumawat, Hajime Nagahara",Privacy-Preserving Action Recognition via Motion Difference Quantization,,"The widespread use of smart computer vision systems in our personal spaces has led to an increased consciousness about the privacy and security risks that these systems pose. On the one hand, we want these systems to assist in our daily lives by understanding our surroundings, but on the other hand, we want them to do so without capturing any sensitive information. Towards this direction, this paper proposes a simple, yet robust privacy-preserving encoder called BDQ for the task of privacy-preserving human action recognition that is composed of three modules: 

, 

, and 

. First, the input scene is passed to the Blur module to smoothen the edges. This is followed by the Difference module to apply a pixel-wise intensity subtraction between consecutive frames to highlight motion features and suppress high-level privacy attributes. Finally, the Quantization module is applied to the motion difference frames to remove the low-level privacy attributes. The BDQ parameters are optimized in an end-to-end fashion via adversarial training such that it learns to allow action recognition attributes while inhibiting privacy attributes. Our experiments on three benchmark datasets show that the proposed encoder design can achieve state-of-the-art trade-off when compared with previous works. Furthermore, we show that the trade-off achieved is at par with the DVS sensor-based event cameras. Code available at: https://github.com/suakaw/BDQ_PrivacyAR",2022,Computer Vision – ECCV 2022,,"@InProceedings{10.1007/978-3-031-19778-9_30,
author=""Kumawat, Sudhakar
and Nagahara, Hajime"",
editor=""Avidan, Shai
and Brostow, Gabriel
and Ciss{\'e}, Moustapha
and Farinella, Giovanni Maria
and Hassner, Tal"",
title=""Privacy-Preserving Action Recognition via Motion Difference Quantization"",
booktitle=""Computer Vision -- ECCV 2022"",
year=""2022"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""518--534"",
abstract=""The widespread use of smart computer vision systems in our personal spaces has led to an increased consciousness about the privacy and security risks that these systems pose. On the one hand, we want these systems to assist in our daily lives by understanding our surroundings, but on the other hand, we want them to do so without capturing any sensitive information. Towards this direction, this paper proposes a simple, yet robust privacy-preserving encoder called BDQ for the task of privacy-preserving human action recognition that is composed of three modules: , , and . First, the input scene is passed to the Blur module to smoothen the edges. This is followed by the Difference module to apply a pixel-wise intensity subtraction between consecutive frames to highlight motion features and suppress high-level privacy attributes. Finally, the Quantization module is applied to the motion difference frames to remove the low-level privacy attributes. The BDQ parameters are optimized in an end-to-end fashion via adversarial training such that it learns to allow action recognition attributes while inhibiting privacy attributes. Our experiments on three benchmark datasets show that the proposed encoder design can achieve state-of-the-art trade-off when compared with previous works. Furthermore, we show that the trade-off achieved is at par with the DVS sensor-based event cameras. Code available at: https://github.com/suakaw/BDQ{\_}PrivacyAR"",
isbn=""978-3-031-19778-9""
}",Springer
"Chola Chhetri, Vivian Motti",Designing and Evaluating a Prototype for Data-Related Privacy Controls in a Smart Home,,"The privacy concerns of home Internet of Things (IoT) device users and experts have been widely studied, but the designs of privacy controls addressing those concerns are sparse. Literature shows a significant body of research uncovering design factors for privacy controls in smart home devices, but fewer studies have translated those design recommendations into design and evaluated the designs. To fill this gap, we designed a prototype user interface implementing the design recommendations of data-related privacy controls based on prior work and evaluated the prototype for user experience, usability, perceived information control, user satisfaction, and intention to use. The results of interviews (n = 10) critique the proposed design and the survey results (n = 105) show that the prototype design provides positive evaluation for perceived information control, user satisfaction and intention to use. Based on findings, we discuss design recommendations for further improvements. Thus, this paper contributes to the design of data-related privacy controls for user interfaces of home IoT devices and applications.",2022,Human Aspects of Information Security and Assurance,,"@InProceedings{10.1007/978-3-031-12172-2_19,
author=""Chhetri, Chola
and Motti, Vivian"",
editor=""Clarke, Nathan
and Furnell, Steven"",
title=""Designing and Evaluating a Prototype for Data-Related Privacy Controls in a Smart Home"",
booktitle=""Human Aspects of Information Security and Assurance"",
year=""2022"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""240--250"",
abstract=""The privacy concerns of home Internet of Things (IoT) device users and experts have been widely studied, but the designs of privacy controls addressing those concerns are sparse. Literature shows a significant body of research uncovering design factors for privacy controls in smart home devices, but fewer studies have translated those design recommendations into design and evaluated the designs. To fill this gap, we designed a prototype user interface implementing the design recommendations of data-related privacy controls based on prior work and evaluated the prototype for user experience, usability, perceived information control, user satisfaction, and intention to use. The results of interviews (n = 10) critique the proposed design and the survey results (n = 105) show that the prototype design provides positive evaluation for perceived information control, user satisfaction and intention to use. Based on findings, we discuss design recommendations for further improvements. Thus, this paper contributes to the design of data-related privacy controls for user interfaces of home IoT devices and applications."",
isbn=""978-3-031-12172-2""
}",Springer
"Fenghua Li, Hui Li, Ben Niu",Privacy Computing Theory,,"Over the past 20 years, privacy preservation has received extensive attention. However, existing research has focused on scattered privacy-preserving methods for specific scenarios, and there is no systematic research on privacy preservation from the perspective of “computing”. To establish a computing framework for the preservation of privacy information throughout its life cycle, the authors of this book are the first to propose the concept and definition of privacy computing in 2015, formally described privacy computing, and analyzed its connotation and research scope. The formal definition has been proposed, the framework of privacy computing has been established, and the implementation details with initial results have been provided.",2024,Privacy Computing,,"@Inbook{Li2024,
author=""Li, Fenghua
and Li, Hui
and Niu, Ben"",
title=""Privacy Computing Theory"",
bookTitle=""Privacy Computing : Theory and Technology "",
year=""2024"",
publisher=""Springer Nature Singapore"",
address=""Singapore"",
pages=""43--88"",
abstract=""Over the past 20 years, privacy preservation has received extensive attention. However, existing research has focused on scattered privacy-preserving methods for specific scenarios, and there is no systematic research on privacy preservation from the perspective of ``computing''. To establish a computing framework for the preservation of privacy information throughout its life cycle, the authors of this book are the first to propose the concept and definition of privacy computing in 2015, formally described privacy computing, and analyzed its connotation and research scope. The formal definition has been proposed, the framework of privacy computing has been established, and the implementation details with initial results have been provided."",
isbn=""978-981-99-4943-4"",
doi=""10.1007/978-981-99-4943-4_3"",
url=""https://doi.org/10.1007/978-981-99-4943-4_3""
}",Springer
"Simone Fischer-Hübner, Farzaneh Karegar",Addressing Challenges: A Way Forward,,"This chapter provides an overview of solutions for achieving usable privacy. First, the need for combining human-centred and privacy by design approaches is highlighted. Moreover, it is discussed how important challenges for usable privacy can be approached by available solutions. These include example approaches for considering culturally dependent privacy personas, developing usable Privacy-Enhancing Technology (PET) configuration tools through interdisciplinary efforts, raising users’ attention to privacy as a secondary goal via engaging them with the policy content, designing usable multi-layered privacy notices and usable privacy management via semi-automation, and achieving usable transparency through usable explanations of PETs and different forms of visualisation of data disclosures. Finally, we discuss how fundamental legal privacy requirements map to Human-Computer Interaction (HCI) requirements and HCI solutions, focusing on the solutions discussed in this chapter.",2024,The Curious Case of Usable Privacy,,"@Inbook{Fischer-Hübner2024,
author=""Fischer-H{\""u}bner, Simone
and Karegar, Farzaneh"",
title=""Addressing Challenges: A Way Forward"",
bookTitle=""The Curious Case of Usable Privacy: Challenges, Solutions, and Prospects"",
year=""2024"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""133--160"",
abstract=""This chapter provides an overview of solutions for achieving usable privacy. First, the need for combining human-centred and privacy by design approaches is highlighted. Moreover, it is discussed how important challenges for usable privacy can be approached by available solutions. These include example approaches for considering culturally dependent privacy personas, developing usable Privacy-Enhancing Technology (PET) configuration tools through interdisciplinary efforts, raising users' attention to privacy as a secondary goal via engaging them with the policy content, designing usable multi-layered privacy notices and usable privacy management via semi-automation, and achieving usable transparency through usable explanations of PETs and different forms of visualisation of data disclosures. Finally, we discuss how fundamental legal privacy requirements map to Human-Computer Interaction (HCI) requirements and HCI solutions, focusing on the solutions discussed in this chapter."",
isbn=""978-3-031-54158-2"",
doi=""10.1007/978-3-031-54158-2_5"",
url=""https://doi.org/10.1007/978-3-031-54158-2_5""
}",Springer
"Yangyou Ning, Jinyan Wang, ... Xianxian Li",GFedKRL: Graph Federated Knowledge Re-Learning for Effective Molecular Property Prediction via Privacy Protection,,"Graph Neural Networks (GNNs) are one of the primary methods for molecular property prediction due to their ability to learn state-of-the-art level representations from graph-structured molecular data. In addition, the Federated Learning (FL) paradigm, which allows multiple ends to collaborate on machine learning training without sharing local data, is being considered for introduction to improve the performance of multiple ends. However, in FL, the molecular graph data among clients are not only Non-Independent Identically Distribution (Non-IID) but also skewed in quantity distribution. In this paper, we propose the GFedKRL framework to perform knowledge distillation and re-learning during the interaction between clients and servers in each cluster after clustering the graph embeddings uploaded. We also analyze the risk of privacy leakage in the GFedKRL and propose personalized local differential privacy to protect privacy while better controlling the amount of noise input and improving model performance. In addition, to resist the impact of noise data on the clients’ model, graph representation learning is enhanced by knowledge contrast learning at the local clients. Finally, our approach achieves better results in three experimental datasets compared with four public benchmark methods.",2023,Artificial Neural Networks and Machine Learning – ICANN 2023,,"@InProceedings{10.1007/978-3-031-44213-1_36,
author=""Ning, Yangyou
and Wang, Jinyan
and Li, De
and Yan, Dongqi
and Li, Xianxian"",
editor=""Iliadis, Lazaros
and Papaleonidas, Antonios
and Angelov, Plamen
and Jayne, Chrisina"",
title=""GFedKRL: Graph Federated Knowledge Re-Learning for Effective Molecular Property Prediction via Privacy Protection"",
booktitle=""Artificial Neural Networks and Machine Learning -- ICANN 2023"",
year=""2023"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""426--438"",
abstract=""Graph Neural Networks (GNNs) are one of the primary methods for molecular property prediction due to their ability to learn state-of-the-art level representations from graph-structured molecular data. In addition, the Federated Learning (FL) paradigm, which allows multiple ends to collaborate on machine learning training without sharing local data, is being considered for introduction to improve the performance of multiple ends. However, in FL, the molecular graph data among clients are not only Non-Independent Identically Distribution (Non-IID) but also skewed in quantity distribution. In this paper, we propose the GFedKRL framework to perform knowledge distillation and re-learning during the interaction between clients and servers in each cluster after clustering the graph embeddings uploaded. We also analyze the risk of privacy leakage in the GFedKRL and propose personalized local differential privacy to protect privacy while better controlling the amount of noise input and improving model performance. In addition, to resist the impact of noise data on the clients' model, graph representation learning is enhanced by knowledge contrast learning at the local clients. Finally, our approach achieves better results in three experimental datasets compared with four public benchmark methods."",
isbn=""978-3-031-44213-1""
}",Springer
"Sarah Prange, Florian Alt",Increasing Users’ Privacy Awareness in the Internet of Things: Design Space and Sample Scenarios,,"An increasing number of devices and sensors in the environments we access daily are capable of collecting personal data about us. Surveillance cameras in public spaces, smart speakers in friends’ living rooms, or smartphones carried by individuals are just a few examples. At the same time, many users are unaware of sensors being in place, in particular, those deployed in unfamiliar environments. Hence, it becomes increasingly challenging for users to keep control over their personal data being tracked and/or processed. Crucially, for users to be able to make informed decisions and privacy choices, they first of all need to be aware of potential privacy intrusions in their surroundings. In this chapter, we address this by exploring means to increase users’ privacy awareness in the Internet of Things. In particular, we illustrate the design space for such privacy awareness mechanisms, including what information should be displayed, and how this information can be made accessible for various target groups such as (to-be) device owners or passers-by. We also introduce and compare three sample scenarios in which privacy awareness mechanisms can support users: (1) privacy-relevant information for purchase decisions, (2) on-demand privacy-relevant information for active device search, and (3) in situ privacy-relevant information and guidance. The chapter is complemented by a discussion on future approaches to raising privacy awareness.",2023,Human Factors in Privacy Research,,"@Inbook{Prange2023,
author=""Prange, Sarah
and Alt, Florian"",
editor=""Gerber, Nina
and St{\""o}ver, Alina
and Marky, Karola"",
title=""Increasing Users' Privacy Awareness in the Internet of Things: Design Space and Sample Scenarios"",
bookTitle=""Human Factors in Privacy Research"",
year=""2023"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""321--336"",
abstract=""An increasing number of devices and sensors in the environments we access daily are capable of collecting personal data about us. Surveillance cameras in public spaces, smart speakers in friends' living rooms, or smartphones carried by individuals are just a few examples. At the same time, many users are unaware of sensors being in place, in particular, those deployed in unfamiliar environments. Hence, it becomes increasingly challenging for users to keep control over their personal data being tracked and/or processed. Crucially, for users to be able to make informed decisions and privacy choices, they first of all need to be aware of potential privacy intrusions in their surroundings. In this chapter, we address this by exploring means to increase users' privacy awareness in the Internet of Things. In particular, we illustrate the design space for such privacy awareness mechanisms, including what information should be displayed, and how this information can be made accessible for various target groups such as (to-be) device owners or passers-by. We also introduce and compare three sample scenarios in which privacy awareness mechanisms can support users: (1) privacy-relevant information for purchase decisions, (2) on-demand privacy-relevant information for active device search, and (3) in situ privacy-relevant information and guidance. The chapter is complemented by a discussion on future approaches to raising privacy awareness."",
isbn=""978-3-031-28643-8"",
doi=""10.1007/978-3-031-28643-8_16"",
url=""https://doi.org/10.1007/978-3-031-28643-8_16""
}",Springer
Grace Fox,Understanding and Enhancing Consumer Privacy Perceptions in the Cloud,,"The recent increase in highly publicised cloud breaches, coupled with issues surrounding transparency and control in the cloud, highlights the importance of understanding and addressing privacy in this context. The extant cloud privacy literature has a tendency to focus on technical solutions to address security and privacy together, but a small emerging body of literature acknowledges the importance of consumers’ privacy perceptions in the context of cloud computing. Given the breadth of cloud applications and the situational nature of privacy, it is imperative to unpack the role of privacy in this complex domain. This chapter leverages the broader privacy literature in the Information Systems field to identify potential measures to enhance consumer privacy in the cloud context and highlights a number of paths for research to further our knowledge of consumer privacy perceptions in the various cloud contexts.",2021,Data Privacy and Trust in Cloud Computing,,"@Inbook{Fox2021,
author=""Fox, Grace"",
editor=""Lynn, Theo
and Mooney, John G.
and van der Werff, Lisa
and Fox, Grace"",
title=""Understanding and Enhancing Consumer Privacy Perceptions in the Cloud"",
bookTitle=""Data Privacy and Trust in Cloud Computing: Building trust in the cloud through assurance and accountability"",
year=""2021"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""59--78"",
abstract=""The recent increase in highly publicised cloud breaches, coupled with issues surrounding transparency and control in the cloud, highlights the importance of understanding and addressing privacy in this context. The extant cloud privacy literature has a tendency to focus on technical solutions to address security and privacy together, but a small emerging body of literature acknowledges the importance of consumers' privacy perceptions in the context of cloud computing. Given the breadth of cloud applications and the situational nature of privacy, it is imperative to unpack the role of privacy in this complex domain. This chapter leverages the broader privacy literature in the Information Systems field to identify potential measures to enhance consumer privacy in the cloud context and highlights a number of paths for research to further our knowledge of consumer privacy perceptions in the various cloud contexts."",
isbn=""978-3-030-54660-1"",
doi=""10.1007/978-3-030-54660-1_4"",
url=""https://doi.org/10.1007/978-3-030-54660-1_4""
}",Springer
Jessica Monteith,Who Is Benefiting from Your Fitness Data? A Privacy Analysis of Smartwatches (Transcript of Discussion),,"We’ve seen in the previous presentations that have touched on privacy data, a lot of them mentioned privacy data protection in flight from a technical point of view.",2023,Security Protocols XXVIII,,"@InProceedings{10.1007/978-3-031-43033-6_12,
author=""Monteith, Jessica"",
editor=""Stajano, Frank
and Maty{\'a}{\v{s}}, Vashek
and Christianson, Bruce
and Anderson, Jonathan"",
title=""Who Is Benefiting from Your Fitness Data? A Privacy Analysis of Smartwatches (Transcript of Discussion)"",
booktitle=""Security Protocols XXVIII"",
year=""2023"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""113--122"",
abstract=""We've seen in the previous presentations that have touched on privacy data, a lot of them mentioned privacy data protection in flight from a technical point of view."",
isbn=""978-3-031-43033-6""
}",Springer
